"","season","taxa","Region","Yc_sd1","Yc_mean1","year","mean_LogM","Anomaly_yr","date"
"88","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1998,4.01679086013256,-1.62974504742086,1998-02-09
"89","winter","ctyp","MAB",0.406728877891017,4.67965523451848,1999,4.90726696967425,0.559615379011171,1999-02-04
"90","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2000,4.52612585791442,-0.377473508643268,2000-02-11
"91","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2001,5.00232454283854,0.793327756792619,2001-02-05
"92","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2002,4.76186486910048,0.202123918538256,2002-02-08
"93","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2003,4.21126004607338,-1.15161527471038,2003-02-12
"94","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2004,5.63396312564635,2.34629981543523,2004-02-05
"95","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2005,4.65026252922311,-0.0722660890167872,2005-02-17
"96","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2006,4.7506228087821,0.174483736270702,2006-02-13
"97","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2007,4.14873535593945,-1.30534099602657,2007-02-25
"98","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2008,4.91732993520352,0.584356591342688,2008-01-24
"99","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2009,4.77617573294659,0.237309184753695,2009-01-30
"100","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2010,4.77487157074322,0.23410271903598,2010-02-04
"101","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2011,4.58960655881647,-0.221397300749669,2011-02-02
"102","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2012,4.89736314737741,0.535265442640288,2012-02-13
"103","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2013,4.92018521246145,0.591376691004008,2013-02-10
"104","winter","ctyp","MAB",0.406728877891017,4.67965523451848,2017,4.55609219022187,-0.303797077152022,2017-02-13
"105","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1977,4.0786934176943,0.27147861804653,1977-10-18
"106","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1978,5.00354634037996,1.85994847018338,1978-10-25
"107","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1979,3.59042764439658,-0.567136302974089,1979-10-09
"108","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1980,4.76927724559984,1.45758244503746,1980-09-29
"109","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1981,3.23983461326338,-1.16929308559762,1981-09-17
"110","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1982,4.29655930343065,0.64567151165422,1982-09-15
"111","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1983,4.74335873154071,1.41306641747759,1983-09-14
"112","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1984,4.79933502607063,1.50920781911462,1984-09-17
"113","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1985,3.74614122629782,-0.299692340424775,1985-09-01
"114","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1986,3.64163682370042,-0.479182601924407,1986-09-22
"115","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1987,4.25467368604575,0.573731380610639,1987-09-19
"116","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1988,4.03210923512403,0.191468523701548,1988-09-21
"117","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1991,3.31993382521263,-1.03171966149919,1991-09-11
"118","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1992,4.72472649412066,1.3810648454507,1992-09-29
"119","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1993,2.69313457158118,-2.10827107125653,1993-09-10
"120","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1994,4.26258973860343,0.587327500087991,1994-09-07
"121","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1995,3.76662963361003,-0.264502726448924,1995-09-06
"122","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1996,4.75392802366799,1.43121957620238,1996-10-31
"123","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1997,4.06904825881424,0.254912693104053,1997-09-09
"124","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1998,4.34266529556933,0.724860295858392,1998-11-05
"125","fall","ctyp","MAB",0.582228816896664,3.92063074309633,1999,3.10663016284838,-1.39807676402321,1999-09-29
"126","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2000,4.57934395827481,1.13136484499254,2000-09-06
"127","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2001,3.91103986097213,-0.0164727025627446,2001-09-12
"128","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2002,3.58537370151857,-0.575816640895091,2002-09-04
"129","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2003,3.57338135006098,-0.596413957808233,2003-09-09
"130","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2004,3.72482835133096,-0.336298008760572,2004-09-11
"131","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2005,3.74676799965298,-0.298615833496619,2005-09-25
"132","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2006,3.95753177467278,0.0633789165110969,2006-09-17
"133","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2007,3.36163794266534,-0.960091263449426,2007-09-18
"134","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2008,4.22763452597559,0.52729060116884,2008-09-10
"135","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2009,3.89211516103908,-0.048976590010165,2009-11-07
"136","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2010,4.31402672295137,0.675672464911439,2010-11-08
"137","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2011,4.27801688531629,0.613824207679841,2011-11-08
"138","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2012,4.00788417686345,0.149861070484603,2012-09-08
"139","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2013,4.15555124688,0.403484844731356,2013-11-14
"140","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2014,3.8457190503043,-0.128663663868979,2014-09-26
"141","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2015,3.40043788268842,-0.893450899906651,2015-10-14
"142","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2016,3.9151468990128,-0.00941870949081717,2016-09-09
"143","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2017,3.73220565315116,-0.323627214038446,2017-11-07
"144","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2018,3.70504244419185,-0.370281052136136,2018-09-06
"145","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2019,3.40190722554451,-0.890927248013352,2019-10-18
"146","fall","ctyp","MAB",0.582228816896664,3.92063074309633,2021,2.11601909940649,-3.09948870842326,2021-09-12
"147","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1977,3.27363375927509,-1.54093378002743,1977-04-17
"148","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1978,2.78087614210442,-2.3933375794879,1978-05-17
"149","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1979,4.20629431020801,0.0724423901612641,1979-03-03
"150","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1980,4.24988505289084,0.147848458762492,1980-03-08
"151","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1981,3.57386847563113,-1.02156846930674,1981-03-21
"152","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1982,4.00380933997127,-0.277829126602847,1982-03-08
"153","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1983,3.46639012109053,-1.20749143544212,1983-04-03
"154","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1984,3.62777128517913,-0.928323924607204,1984-03-14
"155","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1985,4.16742003294722,0.0051951666101866,1985-03-28
"156","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1986,4.10785282354452,-0.0978480210520734,1986-03-31
"157","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1987,3.46912228894331,-1.20276515587317,1987-04-18
"158","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1988,4.17955991497428,0.0261955148631082,1988-03-13
"159","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1990,4.51858185320335,0.612657455129423,1990-03-19
"160","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1992,4.2181617311406,0.0929714176998407,1992-03-19
"161","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1993,3.8942910332366,-0.467280933166754,1993-03-30
"162","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1994,3.33519166106088,-1.43444696472397,1994-04-05
"163","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1995,4.82841663878367,1.1486295826637,1995-03-24
"164","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1996,4.76171950490453,1.03325259334764,1996-03-28
"165","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1997,4.48594074715592,0.556192771796518,1997-03-13
"166","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1998,4.83498946471748,1.1599996794495,1998-03-23
"167","spring","ctyp","SNE",0.578080033761648,4.16441681085781,1999,4.60077234633759,0.754835853160944,1999-03-31
"168","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2000,4.88324457178586,1.24347446537902,2000-03-27
"169","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2001,5.27608506818434,1.9230352068947,2001-03-19
"170","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2002,4.23975145850841,0.13031871583661,2002-03-02
"171","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2003,4.8853275915436,1.24707780684748,2003-03-01
"172","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2004,3.85934069182858,-0.527740280258526,2004-04-01
"173","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2005,2.94458272209384,-2.1101474147556,2005-03-17
"174","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2006,4.19702972829694,0.0564159208663858,2006-03-02
"175","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2007,4.19532692709799,0.0534703059004487,2007-03-01
"176","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2008,4.42006563924224,0.442237775833363,2008-05-03
"177","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2009,3.88368151957523,-0.485633951852302,2009-05-27
"178","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2010,3.69039791183894,-0.8199883603216,2010-05-27
"179","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2011,3.75222977819159,-0.713027623500611,2011-03-22
"180","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2012,5.05059462865162,1.53296735060598,2012-03-26
"181","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2013,4.32225453021957,0.273037832382285,2013-03-30
"182","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2014,4.56579473149618,0.694329326731015,2014-04-11
"183","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2015,3.62514191569839,-0.932872376944567,2015-03-30
"184","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2016,4.41361556550995,0.431080023695981,2016-05-27
"185","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2017,4.52607161257708,0.625613722317872,2017-05-22
"186","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2018,4.16879691951893,0.00757699350489922,2018-05-01
"187","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2019,3.86612901759733,-0.515997398006438,2019-04-11
"188","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2020,5.27267451543323,1.91713541352368,2020-03-17
"189","spring","ctyp","SNE",0.578080033761648,4.16441681085781,2021,4.4472372946956,0.48924105196549,2021-05-15
"190","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1977,4.56978429228432,0.175228183844737,1977-06-01
"191","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1978,4.89276086649504,0.781830829766471,1978-07-08
"192","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1979,4.77233251782052,0.555646763233253,1979-07-04
"193","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1980,4.74615437382689,0.506479942231876,1980-06-03
"194","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1981,4.60966521121015,0.250131049482339,1981-07-15
"195","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1982,4.96159508964737,0.911112719625535,1982-06-03
"196","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1983,4.07915184374875,-0.746259519045296,1983-06-01
"197","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1984,4.35041102829003,-0.236790559956169,1984-07-06
"198","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1985,4.85159083767327,0.70450680564184,1985-08-01
"199","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1986,4.59344723109851,0.219671039584513,1986-08-09
"200","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1987,3.52711874947948,-1.78306764185863,1987-07-15
"201","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1988,4.45108777393343,-0.0477032230825431,1988-07-20
"202","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1991,5.2002449313468,1.35933601810298,1991-08-01
"203","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1992,4.56378808035243,0.163966320558581,1992-06-08
"204","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1994,4.17238087489075,-0.571160203852988,1994-06-09
"205","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1995,4.06169329836545,-0.779049512713831,1995-06-21
"206","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1996,4.70865297356831,0.436046200471457,1996-08-26
"207","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1997,5.46588841525417,1.85825777614028,1997-07-30
"208","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1998,4.59996666467554,0.231915598396238,1998-06-01
"209","summer","ctyp","SNE",0.532435155669262,4.4764866469413,1999,4.86045345780376,0.721152250699549,1999-08-21
"210","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2002,5.04410980749369,1.06608880820218,2002-08-17
"211","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2004,4.1886083612379,-0.540682339695522,2004-06-01
"212","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2005,3.00804356778294,-2.7579754332949,2005-06-01
"213","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2006,4.02945558707759,-0.83959718869766,2006-06-06
"214","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2007,4.78028110494629,0.570575505336653,2007-08-15
"215","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2008,4.17166875224596,-0.572497686243498,2008-08-18
"216","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2009,3.87457861756248,-1.13048137969446,2009-06-01
"217","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2010,3.34101721189153,-2.13259666075675,2010-06-05
"218","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2011,3.7903162644726,-1.28873981209261,2011-06-09
"219","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2012,4.67328516068952,0.369619683547832,2012-06-13
"220","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2013,4.02269159002363,-0.852301077578667,2013-08-25
"221","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2016,4.94965386283501,0.888685149460023,2016-06-15
"222","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2017,4.77243757026152,0.555844068839161,2017-06-06
"223","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2018,5.0379686452147,1.05455470453979,2018-08-23
"224","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2019,4.87461995846321,0.747759247830768,2019-08-26
"225","summer","ctyp","SNE",0.532435155669262,4.4764866469413,2021,4.55661471592341,0.150493573027472,2021-08-08
"226","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1977,4.549248594004,-0.366404034065429,1977-12-12
"227","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1978,3.38862893941952,-3.44773524083463,1978-02-22
"228","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1979,5.32883212801175,1.70331369140384,1979-12-10
"229","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1980,5.14732602081878,1.22143280122268,1980-12-05
"230","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1981,4.85216284010282,0.437803542286048,1981-12-19
"231","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1982,5.21288581093616,1.39548760582641,1982-12-15
"232","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1983,4.72955776976175,0.112299120697271,1983-02-04
"233","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1984,4.46250126570241,-0.596709671871671,1984-01-24
"234","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1985,4.6098012326531,-0.20564272489347,1985-01-28
"235","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1986,4.65190170867977,-0.0938700954292023,1986-01-16
"236","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1987,4.44416333708425,-0.645395071516123,1987-01-15
"237","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1988,5.07815575338267,1.03779253389691,1988-12-01
"238","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1989,5.19118818286928,1.33788253407765,1989-01-10
"239","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1990,4.81773165158643,0.346392118015716,1990-01-14
"240","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1991,5.13979005135295,1.20142554234457,1991-01-04
"241","winter","ctyp","SNE",0.376661766198576,4.68725898461737,1992,4.85993052160654,0.458425973870008,1992-01-10
